;Unnamed: 0;detail_id;order_id;dishes_id;logicprn_name;parent_class_name;dishes_name;itemis_add;counts;amounts;cost;place_order_time;discount_amt;discount_reason;kick_back;add_inprice;add_info;bar_code;picture_file;emp_id
0;0;2352;366;609967;;;œ„À÷¡Ω≥‘¥Ûœ∫;0;1;89;;2016-08-11 11:49:43;;;;0;;;caipu/101002.jpg;1159
1;1;2354;366;609961;;;Ω™¥–≥¥ª®–∑;0;1;45;;2016-08-11 11:51:17;;;;0;;;caipu/102001.jpg;1159
2;2;2356;366;606000;;;"œ„øæ≈£≈≈


";0;1;55;;2016-08-11 11:52:48;;;;0;;;caipu/201001.jpg;1159
3;3;2358;366;606106;;;Ã˙∞Â≈£»‚;0;1;66;;2016-08-11 11:53:47;;;;0;;;/jsp/pc/images/606106.jpg;1159
4;4;2361;366;610003;;;À‚œ„∞¸;0;1;13;;2016-08-11 11:54:12;;;;0;;;caipu/503002.jpg;1159
5;5;2360;366;610043;;;»‚∂°«—◊”;0;1;39;;2016-08-11 11:54:48;;;;0;;;caipu/305002.jpg;1159
6;6;2362;366;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-11 11:56:08;;;;0;;;caipu/601005.jpg;1159
7;7;2901;412;609969;;;œ„¿±∏Ø»È≥¥œ∫;0;1;56;;2016-08-11 11:59:54;;;;0;;;caipu/101004.jpg;1169
8;8;2905;412;609935;;;…Ω“©—¯…˙÷‡;0;1;19;;2016-08-11 12:01:13;;;;0;;;caipu/602001.jpg;1169
9;9;2904;412;609963;;;≈Ã–∑’Ùµ∞;0;1;55;;2016-08-11 12:01:23;;;;0;;;caipu/102003.jpg;1169
10;10;2906;412;609943;;;∂ÁΩ∑”„Õ∑;0;1;55;;2016-08-11 12:03:30;;;;0;;;caipu/103004.jpg;1169
11;11;2907;412;609945;;;≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠;0;1;6;;2016-08-11 12:04:09;;;;0;;;caipu/404001.jpg;1169
12;12;2908;412;609949;;;“‚Œƒƒ˚√ ÷≠ ;0;1;13;;2016-08-11 12:05:52;;;;0;;;caipu/404005.jpg;1169
13;13;2909;412;609950;;;¥ÛÀ‚‹»≤À;0;1;30;;2016-08-11 12:07:37;;;;0;;;caipu/303001.jpg;1169
14;14;2910;412;609951;;;Ï¡≥¥¥Û∞◊≤À;0;1;29;;2016-08-11 12:07:46;;;;0;;;caipu/303002.jpg;1169
15;15;2911;412;609948;;;¬∂¬∂ŒﬁÃ«–”» ¬∂;0;1;7;;2016-08-11 12:07:52;;;;0;;;caipu/404004.jpg;1169
16;16;2246;346;609970;;;¬È¿±–°¡˙œ∫;0;1;99;;2016-08-11 12:10:10;;;;0;;;caipu/101006.jpg;1520
17;17;2245;346;609960;;;∞◊∫˙Ω∑∫˙¬‹≤∑—Ú»‚Ã¿;0;1;35;;2016-08-11 12:10:37;;;;0;;;caipu/202006.jpg;1520
18;18;2249;346;609944;;;ÀÆ÷Û”„;0;1;65;;2016-08-11 12:11:31;;;;0;;;caipu/103005.jpg;1520
19;19;2252;346;610037;;;¿±≥¥∫£¥¯Àø;0;1;19;;2016-08-11 12:16:17;;;;0;;;caipu/105001.jpg;1520
20;20;2253;346;609991;;;"œ„øæ≈£≈≈
";0;1;55;;2016-08-11 12:17:09;;;;0;;;caipu/201001.jpg;1520
21;21;2257;346;610051;;;¡π∞Ë¬‹≤∑Àø;0;1;20;;2016-08-11 12:18:20;;;;0;;;caipu/301005.jpg;1520
22;22;2259;346;609953;;;¡π∞Ë≤§≤À;0;1;27;;2016-08-11 12:18:24;;;;0;;;caipu/303004.jpg;1520
23;23;2263;346;610021;;;±¨≥¥º¶≥·;0;1;56;;2016-08-11 12:20:47;;;;0;;;caipu/204004.jpg;1520
24;24;2268;346;609939;;;œ„πΩº¶»‚÷‡;0;1;15;;2016-08-11 12:22:17;;;;0;;;caipu/602005.jpg;1520
25;25;2265;346;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-11 12:22:36;;;;0;;;caipu/601005.jpg;1520
26;26;2863;409;609943;;;∂ÁΩ∑”„Õ∑;0;1;55;;2016-08-11 12:55:39;;;;0;;;caipu/103004.jpg;1108
27;27;2382;369;609970;;;¬È¿±–°¡˙œ∫;0;1;99;;2016-08-11 12:56:16;;;;0;;;caipu/101006.jpg;1467
28;28;2383;369;609946;;;π»µæ–°◊Ø ;0;1;38;;2016-08-11 12:57:03;;;;0;;;caipu/404002.jpg;1467
29;29;2385;369;609937;;;±˘Ã«∫Ï∂πﬁ≤√◊÷‡;0;1;15;;2016-08-11 12:58:15;;;;0;;;caipu/602003.jpg;1467
30;30;2868;409;609961;;;Ω™¥–≥¥ª®–∑;0;1;45;;2016-08-11 12:58:24;;;;0;;;caipu/102001.jpg;1108
31;31;2384;369;610058;;;≥¨»À∆¯π„ Ω≥¶∑€;0;1;18;;2016-08-11 12:58:44;;;;0;;;caipu/604002.jpg;1467
32;32;2865;409;610062;;;À‚»ÿ…˙Ú∫;0;1;49;;2016-08-11 12:58:50;;;;0;;;caipu/104001.jpg;1108
33;33;2386;369;609973;;;◊œ Ì√Ê∞¸æÌ;0;1;20;;2016-08-11 12:59:12;;;;0;;;caipu/502003.jpg;1467
34;34;2871;409;609994;;;"∂¿º“±°∫…œ œ∫≈£»‚æÌ


";0;1;45;;2016-08-11 12:59:19;;;;0;;;caipu/201004.jpg;1108
35;35;2877;409;610020;;;"≈›Ω∑∑Ô◊¶


";0;1;58;;2016-08-11 12:59:32;;;;0;;;caipu/204003.jpg;1108
36;36;2879;409;610042;;;ŒÂ≤ ∂π;0;1;29;;2016-08-11 13:01:06;;;;0;;;caipu/305001.jpg;1108
37;37;2881;409;610017;;;À·¿±≈∫∂°;0;1;33;;2016-08-11 13:01:15;;;;0;;;caipu/302006.jpg;1108
38;38;2878;409;610044;;;ƒæ–ÎÕ„∂π;0;1;32;;2016-08-11 13:01:26;;;;0;;;caipu/305003.jpg;1108
39;39;2883;409;609986;;;π˛∂˚±ı∆°æ∆πﬁ◊∞;0;1;7;;2016-08-11 13:02:19;;;;0;;;caipu/403001.jpg;1108
40;40;2892;409;609988;;;∞ŸÕ˛∆°æ∆πﬁ◊∞;0;1;6;;2016-08-11 13:03:15;;;;0;;;caipu/403003.jpg;1108
41;41;2884;409;609944;;;ÀÆ÷Û”„;0;1;65;;2016-08-11 13:03:33;;;;0;;;caipu/103005.jpg;1108
42;42;2888;409;609946;;;π»µæ–°◊Ø ;0;1;38;;2016-08-11 13:03:44;;;;0;;;caipu/404002.jpg;1108
43;43;2896;409;609989;;;«‡µ∫∆°æ∆πﬁ◊∞;0;1;7;;2016-08-11 13:04:09;;;;0;;;caipu/403004.jpg;1108
44;44;2900;409;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-11 13:04:49;;;;0;;;caipu/601005.jpg;1108
45;45;2912;409;609970;;;¬È¿±–°¡˙œ∫;0;1;99;;2016-08-11 13:04:53;;;;0;;;caipu/101006.jpg;1108
46;46;2914;409;609933;;;◊‘÷∆÷Ì»‚∏¨;0;1;48;;2016-08-11 13:05:19;;;;0;;;caipu/203004.jpg;1108
47;47;2913;409;610004;;;ƒœπœ÷• ø∞¸;0;1;10;;2016-08-11 13:05:44;;;;0;;;caipu/503003.jpg;1108
48;48;2915;409;609935;;;…Ω“©—¯…˙÷‡;0;1;19;;2016-08-11 13:07:36;;;;0;;;caipu/602001.jpg;1108
49;49;2917;409;609975;;;“ª∆∑œ„À÷≈∫;0;1;10;;2016-08-11 13:07:58;;;;0;;;caipu/502005.jpg;1108
50;50;2920;409;610025;;;∑¨«—µ∞Ã¿;0;1;25;;2016-08-11 13:09:14;;;;0;;;caipu/204008.jpg;1108
51;51;1869;298;609942;;;¿±≥¥ˆœ”„;0;1;58;;2016-08-11 13:10:03;;;;0;;;caipu/103003.jpg;1098
52;52;1873;298;610019;;;∞◊’∂º¶;0;1;88;;2016-08-11 13:11:41;;;;0;;;caipu/204002.jpg;1098
53;53;1875;298;610025;;;∑¨«—µ∞Ã¿;0;1;25;;2016-08-11 13:13:06;;;;0;;;caipu/204008.jpg;1098
54;54;1879;298;609932;;;±¨≥¥÷Ì∏Œ;0;1;68;;2016-08-11 13:17:33;;;;0;;;caipu/203003.jpg;1098
55;55;1881;298;610048;;;∞ËÕ¡∂πÀø;0;1;25;;2016-08-11 13:18:02;;;;0;;;caipu/301002.jpg;1098
56;56;1882;298;610016;;;ŒÂ≤ ≈∫√Á;0;1;35;;2016-08-11 13:18:17;;;;0;;;caipu/302005.jpg;1098
57;57;1880;298;609934;;;«€≤À≥¥—¸ª®;0;1;18;;2016-08-11 13:18:21;;;;0;;;caipu/203005.jpg;1098
58;58;1883;298;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-11 13:19:16;;;;0;;;caipu/601005.jpg;1098
59;59;1884;298;609948;;;¬∂¬∂ŒﬁÃ«–”» ¬∂;0;2;7;;2016-08-11 13:20:10;;;;0;;;caipu/404004.jpg;1098
60;60;2625;390;609970;;;¬È¿±–°¡˙œ∫;0;1;99;;2016-08-11 13:28:04;;;;0;;;caipu/101006.jpg;1507
61;61;2627;390;609995;;;"µ≥≤Œª∆‹ŒÏ¿≈£Œ≤


";0;1;35;;2016-08-11 13:28:24;;;;0;;;caipu/201005.jpg;1507
62;62;2629;390;609968;;;”ÕÏÀ¬È¿±œ∫;0;1;65;;2016-08-11 13:30:39;;;;0;;;caipu/101003.jpg;1507
63;63;2634;390;610023;;;∆°æ∆—º;0;1;48;;2016-08-11 13:32:14;;;;0;;;caipu/204006.jpg;1507
64;64;2638;390;610029;;;ª∆ª®≤À≥¥ƒæ∂˙;0;1;35;;2016-08-11 13:32:15;;;;0;;;caipu/304003.jpg;1507
65;65;2639;390;610044;;;ƒæ–ÎÕ„∂π;0;1;32;;2016-08-11 13:33:54;;;;0;;;caipu/305003.jpg;1507
66;66;2641;390;610028;;;≈‡∏˘ª®≤À;0;1;35;;2016-08-11 13:33:55;;;;0;;;caipu/304002.jpg;1507
67;67;2647;390;609951;;;Ï¡≥¥¥Û∞◊≤À;0;1;29;;2016-08-11 13:34:57;;;;0;;;caipu/303002.jpg;1507
68;68;2653;390;610012;;;œ„πΩ∆»µ∞;0;1;39;;2016-08-11 13:35:39;;;;0;;;caipu/302001.jpg;1507
69;69;2661;390;610048;;;∞ËÕ¡∂πÀø;0;1;25;;2016-08-11 13:36:24;;;;0;;;caipu/301002.jpg;1507
70;70;2668;390;610049;;;±¨≥¥À´Àø;0;1;35;;2016-08-11 13:37:31;;;;0;;;caipu/301003.jpg;1507
71;71;2676;390;609957;;;"√…π≈øæ—ÚÕ»


";0;1;48;;2016-08-11 13:38:35;;;;0;;;caipu/202003.jpg;1507
72;72;2681;390;610008;;;ŒÂ…´≈¥√◊∑π(∆ﬂ…´);0;1;35;;2016-08-11 13:39:32;;;;0;;;caipu/601002.jpg;1507
73;73;3711;1115;609961;;;Ω™¥–≥¥ª®–∑;0;1;45;;2016-08-11 17:05:14;;;;0;;;caipu/102001.jpg;1603
74;74;3713;1115;610063;;;À‚œ„¿±ª®º◊;0;1;45;;2016-08-11 17:05:18;;;;0;;;caipu/104002.jpg;1603
75;75;3710;1115;609968;;;”ÕÏÀ¬È¿±œ∫;0;1;65;;2016-08-11 17:05:19;;;;0;;;caipu/101003.jpg;1603
76;76;4088;1147;609965;;;¥–Ω™≥¥–∑;0;1;109;;2016-08-11 17:05:37;;;;0;;;caipu/102005.jpg;1211
77;77;3712;1115;609941;;;«Â’Ù∫£”„;0;1;78;;2016-08-11 17:05:48;;;;0;;;caipu/103002.jpg;1603
78;78;3717;1115;610028;;;≈‡∏˘ª®≤À;0;1;35;;2016-08-11 17:06:04;;;;0;;;caipu/304002.jpg;1603
79;79;3716;1115;609950;;;¥ÛÀ‚‹»≤À;0;1;30;;2016-08-11 17:06:11;;;;0;;;caipu/303001.jpg;1603
80;80;3715;1115;609953;;;¡π∞Ë≤§≤À;0;1;27;;2016-08-11 17:06:25;;;;0;;;caipu/303004.jpg;1603
81;81;3714;1115;609931;;;ÏÀ÷Ì ÷;0;1;58;;2016-08-11 17:06:36;;;;0;;;caipu/203002.jpg;1603
82;82;3718;1115;609986;;;π˛∂˚±ı∆°æ∆πﬁ◊∞;0;4;7;;2016-08-11 17:07:12;;;;0;;;caipu/403001.jpg;1603
83;83;4091;1147;609943;;;∂ÁΩ∑”„Õ∑;0;1;55;;2016-08-11 17:07:14;;;;0;;;caipu/103004.jpg;1211
84;84;3719;1115;609974;;;ƒœπœË€ËΩ–°±˝∏…;0;1;19;;2016-08-11 17:07:58;;;;0;;;caipu/502004.jpg;1603
85;85;3721;1115;610056;;;÷Ω±≠µ∞∏‚;0;1;8;;2016-08-11 17:08:43;;;;0;;;caipu/501005.jpg;1603
86;86;3720;1115;609971;;;¥Û¿Ì ØƒÃ”Õµ∞∏‚;0;1;13;;2016-08-11 17:08:55;;;;0;;;caipu/502001.jpg;1603
87;87;3723;1115;609935;;;…Ω“©—¯…˙÷‡;0;1;19;;2016-08-11 17:09:28;;;;0;;;caipu/602001.jpg;1603
88;88;3722;1115;609938;;;–°√◊ƒœπœ÷‡;0;2;13;;2016-08-11 17:09:43;;;;0;;;caipu/602004.jpg;1603
89;89;3724;1115;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-11 17:10:17;;;;0;;;caipu/601005.jpg;1603
90;90;4095;1147;610016;;;ŒÂ≤ ≈∫√Á;0;1;35;;2016-08-11 17:10:54;;;;0;;;caipu/302005.jpg;1211
91;91;3726;1115;609957;;;"√…π≈øæ—ÚÕ»


";0;1;48;;2016-08-11 17:11:32;;;;0;;;caipu/202003.jpg;1603
92;92;4096;1147;609953;;;¡π∞Ë≤§≤À;0;1;27;;2016-08-11 17:11:36;;;;0;;;caipu/303004.jpg;1211
93;93;3725;1115;609955;;;∫Ïæ∆Ï¿—Ú»‚;0;1;108;;2016-08-11 17:11:39;;;;0;;;caipu/202001.jpg;1603
94;94;4097;1147;610024;;;"∫Ïæ∆Õ¡∂π…’—ºÕ»


";0;1;48;;2016-08-11 17:12:25;;;;0;;;caipu/204007.jpg;1211
95;95;3727;1115;610036;;;¬∑“◊¿≠∑∆∫Ïæ∆∏…∫Ï;0;1;158;;2016-08-11 17:12:53;;;;0;;;caipu/402005.jpg;1603
96;96;3728;1115;609948;;;¬∂¬∂ŒﬁÃ«–”» ¬∂;0;2;7;;2016-08-11 17:13:14;;;;0;;;caipu/404004.jpg;1603
97;97;3729;1115;609949;;;“‚Œƒƒ˚√ ÷≠ ;0;1;13;;2016-08-11 17:13:30;;;;0;;;caipu/404005.jpg;1603
98;98;3730;1115;609945;;;≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠;0;1;6;;2016-08-11 17:14:19;;;;0;;;caipu/404001.jpg;1603
99;99;4098;1147;609946;;;π»µæ–°◊Ø ;0;1;38;;2016-08-11 17:15:45;;;;0;;;caipu/404002.jpg;1211
100;100;4099;1147;609975;;;“ª∆∑œ„À÷≈∫;0;1;10;;2016-08-11 17:16:17;;;;0;;;caipu/502005.jpg;1211
101;101;4101;1147;610061;;;≈£»‚º¶µ∞≥¶∑€;0;1;20;;2016-08-11 17:17:09;;;;0;;;caipu/604005.jpg;1211
102;102;4105;1147;610033;;;"’≈‘£∆œÃ—æ∆’≈‘£≥‡œº÷È∏…∫Ï


";0;1;32;;2016-08-11 17:17:18;;;;0;;;caipu/402002.jpg;1211
103;103;4100;1147;610008;;;ŒÂ…´≈¥√◊∑π(∆ﬂ…´);0;1;35;;2016-08-11 17:17:31;;;;0;;;caipu/601002.jpg;1211
104;104;4111;1147;609930;;;Õ„∂π Ì◊–÷Ìπ«Ã¿;0;1;39;;2016-08-11 17:21:53;;;;0;;;caipu/203001.jpg;1211
105;105;6225;726;609930;;;Õ„∂π Ì◊–÷Ìπ«Ã¿;0;1;39;;2016-08-11 17:39:54;;;;0;;;caipu/203001.jpg;1145
106;106;6223;726;609968;;;”ÕÏÀ¬È¿±œ∫;0;1;65;;2016-08-11 17:39:58;;;;0;;;caipu/101003.jpg;1145
107;107;6227;726;609931;;;ÏÀ÷Ì ÷;0;1;58;;2016-08-11 17:40:29;;;;0;;;caipu/203002.jpg;1145
108;108;6234;726;609934;;;«€≤À≥¥—¸ª®;0;1;18;;2016-08-11 17:41:04;;;;0;;;caipu/203005.jpg;1145
109;109;6231;726;609944;;;ÀÆ÷Û”„;0;1;65;;2016-08-11 17:41:30;;;;0;;;caipu/103005.jpg;1145
110;110;6229;726;609942;;;¿±≥¥ˆœ”„;0;1;58;;2016-08-11 17:41:33;;;;0;;;caipu/103003.jpg;1145
111;111;6233;726;610010;;;∞◊∑π/–°ÕÎ;0;4;1;;2016-08-11 17:41:35;;;;0;;;caipu/601004.jpg;1145
112;112;6232;726;609953;;;¡π∞Ë≤§≤À;0;1;27;;2016-08-11 17:41:58;;;;0;;;caipu/303004.jpg;1145
113;113;6236;726;609950;;;¥ÛÀ‚‹»≤À;0;1;30;;2016-08-11 17:42:49;;;;0;;;caipu/303001.jpg;1145
114;114;4894;600;609943;;;∂ÁΩ∑”„Õ∑;0;1;55;;2016-08-11 18:04:34;;;;0;;;caipu/103004.jpg;1126
115;115;4896;600;609942;;;¿±≥¥ˆœ”„;0;1;58;;2016-08-11 18:05:09;;;;0;;;caipu/103003.jpg;1126
116;116;4900;600;610029;;;ª∆ª®≤À≥¥ƒæ∂˙;0;1;35;;2016-08-11 18:12:24;;;;0;;;caipu/304003.jpg;1126
117;117;4898;600;610023;;;∆°æ∆—º;0;1;48;;2016-08-11 18:12:32;;;;0;;;caipu/204006.jpg;1126
118;118;4901;600;609949;;;“‚Œƒƒ˚√ ÷≠ ;0;1;13;;2016-08-11 18:12:55;;;;0;;;caipu/404005.jpg;1126
119;119;4902;600;609937;;;±˘Ã«∫Ï∂πﬁ≤√◊÷‡;0;1;15;;2016-08-11 18:15:40;;;;0;;;caipu/602003.jpg;1126
120;120;4734;587;609991;;;"œ„øæ≈£≈≈


";0;1;55;;2016-08-11 18:17:03;;;;0;;;caipu/201001.jpg;1095
121;121;4745;587;609956;;;◊Œ»ª—Ú≈≈;0;1;88;;2016-08-11 18:19:50;;;;0;;;caipu/202002.jpg;1095
122;122;4748;587;610019;;;∞◊’∂º¶;0;1;88;;2016-08-11 18:19:53;;;;0;;;caipu/204002.jpg;1095
123;123;4751;587;610050;;;∑¨«—∏ ¿∂;0;1;33;;2016-08-11 18:20:23;;;;0;;;caipu/301004.jpg;1095
124;124;4757;587;609951;;;Ï¡≥¥¥Û∞◊≤À;0;1;29;;2016-08-11 18:21:50;;;;0;;;caipu/303002.jpg;1095
125;125;4754;587;610014;;;Ω”Ò¡º‘µ;0;1;30;;2016-08-11 18:21:54;;;;0;;;caipu/302003.jpg;1095
126;126;4759;587;610068;;;38∂»Ω£ƒœ¥∫ ;0;1;80;;2016-08-11 18:22:09;;;;0;;;caipu/401001.jpg;1095
127;127;4768;587;610008;;;ŒÂ…´≈¥√◊∑π(∆ﬂ…´);0;1;35;;2016-08-11 18:23:31;;;;0;;;caipu/601002.jpg;1095
128;128;3807;498;609938;;;–°√◊ƒœπœ÷‡;0;1;13;;2016-08-11 20:04:13;;;;0;;;caipu/602004.jpg;1596
129;129;3805;498;609963;;;≈Ã–∑’Ùµ∞;0;1;55;;2016-08-11 20:04:34;;;;0;;;caipu/102003.jpg;1596
130;130;3810;498;609942;;;¿±≥¥ˆœ”„;0;1;58;;2016-08-11 20:05:01;;;;0;;;caipu/103003.jpg;1596
131;131;3815;498;610014;;;Ω”Ò¡º‘µ;0;1;30;;2016-08-11 20:05:35;;;;0;;;caipu/302003.jpg;1596
132;132;3818;498;610058;;;≥¨»À∆¯π„ Ω≥¶∑€;0;1;18;;2016-08-11 20:11:15;;;;0;;;caipu/604002.jpg;1596
133;133;3819;498;610010;;;∞◊∑π/–°ÕÎ;0;1;1;;2016-08-11 20:12:08;;;;0;;;caipu/601004.jpg;1596
134;134;5752;680;609946;;;π»µæ–°◊Ø ;0;2;38;;2016-08-11 20:45:01;;;;0;;;caipu/404002.jpg;1259
135;135;5751;680;609968;;;”ÕÏÀ¬È¿±œ∫;0;1;65;;2016-08-11 20:45:03;;;;0;;;caipu/101003.jpg;1259
136;136;5753;680;610017;;;À·¿±≈∫∂°;0;1;33;;2016-08-11 20:45:51;;;;0;;;caipu/302006.jpg;1259
137;137;5856;680;610066;;;¿±≥¥ÃÔ¬›;0;1;35;;2016-08-11 20:47:39;;;;0;;;caipu/104005.jpg;1259
138;138;5858;680;610044;;;ƒæ–ÎÕ„∂π;0;1;32;;2016-08-11 20:48:56;;;;0;;;caipu/305003.jpg;1259
139;139;5857;680;610020;;;"≈›Ω∑∑Ô◊¶


";0;1;58;;2016-08-11 20:48:57;;;;0;;;caipu/204003.jpg;1259
140;140;5859;680;610013;;;∑¨«—Ï¿«Ôø˚;0;1;35;;2016-08-11 20:49:25;;;;0;;;caipu/302002.jpg;1259
141;141;5860;680;609974;;;ƒœπœË€ËΩ–°±˝∏…;0;1;19;;2016-08-11 20:50:27;;;;0;;;caipu/502004.jpg;1259
142;142;5861;680;609975;;;“ª∆∑œ„À÷≈∫;0;1;10;;2016-08-11 20:51:38;;;;0;;;caipu/502005.jpg;1259
143;143;5862;680;610011;;;∞◊∑π/¥ÛÕÎ;0;2;10;;2016-08-11 20:55:45;;;;0;;;caipu/601005.jpg;1259
144;144;5863;680;609944;;;ÀÆ÷Û”„;0;1;65;;2016-08-11 20:56:16;;;;0;;;caipu/103005.jpg;1259
145;145;5864;680;609961;;;Ω™¥–≥¥ª®–∑;0;1;45;;2016-08-11 20:56:48;;;;0;;;caipu/102001.jpg;1259
146;146;5865;680;609994;;;"∂¿º“±°∫…œ œ∫≈£»‚æÌ


";0;1;45;;2016-08-11 20:56:50;;;;0;;;caipu/201004.jpg;1259
147;147;5866;680;610025;;;∑¨«—µ∞Ã¿;0;1;25;;2016-08-11 20:57:35;;;;0;;;caipu/204008.jpg;1259
148;148;5867;680;610042;;;ŒÂ≤ ∂π;0;1;29;;2016-08-11 20:58:11;;;;0;;;caipu/305001.jpg;1259
149;149;4773;591;609970;;;¬È¿±–°¡˙œ∫;0;1;99;;2016-08-11 21:21:16;;;;0;;;caipu/101006.jpg;1178
150;150;4769;591;609966;;;÷• øª‚≤® ø∂Ÿ¡˙œ∫;0;1;175;;2016-08-11 21:21:41;;;;0;;;caipu/101001.jpg;1178
151;151;4771;591;609962;;;µπ¡¢’ÙÀÛ◊”–∑;0;1;169;;2016-08-11 21:21:42;;;;0;;;caipu/102002.jpg;1178
152;152;4775;591;609935;;;…Ω“©—¯…˙÷‡;0;1;19;;2016-08-11 21:22:03;;;;0;;;caipu/602001.jpg;1178
153;153;4776;591;609934;;;«€≤À≥¥—¸ª®;0;1;18;;2016-08-11 21:22:08;;;;0;;;caipu/203005.jpg;1178
154;154;4782;591;609981;;;π‘≤Ë€ËΩ∏Î◊”Ã¿;0;1;48;;2016-08-11 21:23:01;;;;0;;;caipu/205001.jpg;1178
155;155;4779;591;609953;;;¡π∞Ë≤§≤À;0;1;27;;2016-08-11 21:23:36;;;;0;;;caipu/303004.jpg;1178
156;156;4783;591;609983;;;∏…π¯ÃÔº¶;0;1;88;;2016-08-11 21:25:11;;;;0;;;caipu/205003.jpg;1178
157;157;3913;1132;609967;;;œ„À÷¡Ω≥‘¥Ûœ∫;0;1;89;;2016-08-11 21:42:52;;;;0;;;caipu/101002.jpg;1219
158;158;3920;1132;609943;;;∂ÁΩ∑”„Õ∑;0;1;55;;2016-08-11 21:44:04;;;;0;;;caipu/103004.jpg;1219
159;159;3921;1132;610062;;;À‚»ÿ…˙Ú∫;0;1;49;;2016-08-11 21:45:38;;;;0;;;caipu/104001.jpg;1219
160;160;3922;1132;610063;;;À‚œ„¿±ª®º◊;0;1;45;;2016-08-11 21:46:02;;;;0;;;caipu/104002.jpg;1219
161;161;3927;1132;609982;;;"ŒÂœ„Ω¥¬ø»‚


";0;1;52;;2016-08-11 21:47:13;;;;0;;;caipu/205002.jpg;1219
162;162;3926;1132;609977;;;øÏ≥¥ª∆˜≠;0;1;50;;2016-08-11 21:47:18;;;;0;;;caipu/106002.jpg;1219
163;163;3925;1132;610066;;;¿±≥¥ÃÔ¬›;0;1;35;;2016-08-11 21:47:56;;;;0;;;caipu/104005.jpg;1219
164;164;3929;1132;609983;;;∏…π¯ÃÔº¶;0;1;88;;2016-08-11 21:49:47;;;;0;;;caipu/205003.jpg;1219
165;165;3930;1132;609984;;;÷ÿ«ÏÃÿ…´”Õ…’Õ√;0;1;69;;2016-08-11 21:50:51;;;;0;;;caipu/205004.jpg;1219
166;166;3932;1132;610043;;;»‚∂°«—◊”;0;1;39;;2016-08-11 21:51:10;;;;0;;;caipu/305002.jpg;1219
167;167;3933;1132;610030;;;∑¨«—”–ª˙ª®≤À;0;1;32;;2016-08-11 21:51:40;;;;0;;;caipu/304004.jpg;1219
168;168;3941;1132;610044;;;ƒæ–ÎÕ„∂π;0;1;32;;2016-08-11 21:51:50;;;;0;;;caipu/305003.jpg;1219
169;169;3949;1132;609936;;;∆§µ∞ ›»‚÷‡;0;2;16;;2016-08-11 21:52:19;;;;0;;;caipu/602002.jpg;1219
170;170;3943;1132;609987;;;¿∂¥¯∆°æ∆πﬁ◊∞;0;4;9;;2016-08-11 21:52:35;;;;0;;;caipu/403002.jpg;1219
171;171;3948;1132;610007;;;π‘≤»‚∫Ï∂π∞À±¶∑π;0;1;39;;2016-08-11 21:52:48;;;;0;;;caipu/601001.jpg;1219
172;172;3950;1132;610003;;;À‚œ„∞¸;0;1;13;;2016-08-11 21:53:25;;;;0;;;caipu/503002.jpg;1219
173;173;3955;1132;610033;;;"’≈‘£∆œÃ—æ∆’≈‘£≥‡œº÷È∏…∫Ï


";0;1;32;;2016-08-11 21:53:31;;;;0;;;caipu/402002.jpg;1219
174;174;3952;1132;610006;;;øß∑»ƒÃœ„√Ê∞¸;0;1;16;;2016-08-11 21:53:54;;;;0;;;caipu/503005.jpg;1219
175;175;3959;1132;610013;;;∑¨«—Ï¿«Ôø˚;0;1;35;;2016-08-11 21:54:22;;;;0;;;caipu/302002.jpg;1219
176;176;2292;352;609992;;;"∑¨«—Ï¿≈£ÎÓ
";0;1;35;;2016-08-12 12:19:41;;;;0;;;caipu/201002.jpg;1319
177;177;2293;352;610014;;;Ω”Ò¡º‘µ;0;1;30;;2016-08-12 12:22:28;;;;0;;;caipu/302003.jpg;1319
178;178;2294;352;610018;;;"’’…’º¶Õ»
";0;1;16;;2016-08-12 12:23:01;;;;0;;;caipu/204001.jpg;1319
179;179;2295;352;610048;;;∞ËÕ¡∂πÀø;0;1;25;;2016-08-12 12:26:51;;;;0;;;caipu/301002.jpg;1319
180;180;2296;352;610011;;;∞◊∑π/¥ÛÕÎ;0;1;10;;2016-08-12 12:28:14;;;;0;;;caipu/601005.jpg;1319
181;181;2823;405;609958;;;"œ„¿±±¨—Ú∏Œ


";0;1;28;;2016-08-12 12:53:27;;;;0;;;caipu/202004.jpg;1155
182;182;2819;405;609967;;;œ„À÷¡Ω≥‘¥Ûœ∫;0;1;89;;2016-08-12 12:53:33;;;;0;;;caipu/101002.jpg;1155
183;183;2824;405;609957;;;"√…π≈øæ—ÚÕ»


";0;1;48;;2016-08-12 12:53:41;;;;0;;;caipu/202003.jpg;1155
184;184;2828;405;609956;;;◊Œ»ª—Ú≈≈;0;1;88;;2016-08-12 12:54:22;;;;0;;;caipu/202002.jpg;1155
